1,0,0,0,72,1,1,0,0
1,0,0,0,40,2,1,0,0
1,0,0,0,359,3,1,0,0
1,0,0,1,78,0,1,0,0
1,0,0,1,40,2,1,0,0
1,0,0,1,40,3,1,0,0
1,0,0,2,1476,0,1,0,0
1,0,0,2,1476,1,1,0,0
1,0,0,2,1476,3,1,0,0
1,0,0,3,1476,0,1,0,0
1,0,0,3,1052,1,1,0,0
1,0,0,3,1476,2,1,0,0
1,0,0,4,1476,0,1,0,0
1,0,0,4,1476,1,1,0,0
1,0,0,4,1476,2,1,0,0
1,0,0,4,1476,3,1,0,0
1,0,0,5,1476,1,1,0,0
1,0,0,5,1476,2,1,0,0
1,0,0,5,1476,3,1,0,0
1,0,0,6,1476,0,1,0,0
1,0,0,6,1476,2,1,0,0
1,0,0,6,1476,3,1,0,0
1,0,0,7,1476,0,1,0,0
1,0,0,7,1476,1,1,0,0
1,0,0,7,1444,3,1,0,0
1,0,0,8,1476,0,1,0,0
1,0,0,8,1476,1,1,0,0
1,0,0,8,1476,2,1,0,0
1,0,0,9,1476,0,1,0,0
1,0,0,9,1476,1,1,0,0
1,0,0,9,1476,2,1,0,0
1,0,0,9,1476,3,1,0,0
1,0,0,10,1476,1,1,0,0
1,0,0,10,1476,2,1,0,0
1,0,0,10,1476,3,1,0,0
1,0,0,11,1476,0,1,0,0
1,0,0,11,1476,2,1,0,0
1,0,0,11,1476,3,1,0,0
1,0,0,12,1476,0,1,0,0
1,0,0,12,1476,1,1,0,0
1,0,0,12,1476,3,1,0,0
1,0,0,13,1476,0,1,0,0
1,0,0,13,1476,1,1,0,0
1,0,0,13,1476,2,1,0,0
1,0,1,0,1476,0,1,0,0
1,0,1,0,1476,1,1,0,0
1,0,1,0,1476,2,1,0,0
1,0,1,0,1476,3,1,0,0
1,0,1,1,1476,1,1,0,0
1,0,1,1,1476,2,1,0,0
1,0,1,1,1476,3,1,0,0
1,0,1,2,1476,0,1,0,0
1,0,1,2,1476,2,1,0,0
1,0,1,2,1476,3,1,0,0
1,0,1,3,1476,0,1,0,0
1,0,1,3,1476,1,1,0,0
1,0,1,3,1476,3,1,0,0
1,0,1,4,1476,0,1,0,0
1,0,1,4,1476,1,1,0,0
1,0,1,4,1476,2,1,0,0
1,0,1,5,1476,0,1,0,0
1,0,1,5,1476,1,1,0,0
1,0,1,5,1476,2,1,0,0
1,0,1,5,1476,3,1,0,0
1,0,1,6,1476,1,1,0,0
1,0,1,6,1476,2,1,0,0
1,0,1,6,1476,3,1,0,0
1,0,1,7,1476,0,1,0,0
1,0,1,7,1476,2,1,0,0
1,0,1,7,1476,3,1,0,0
1,0,1,8,1476,0,1,0,0
1,0,1,8,1476,1,1,0,0
1,0,1,8,1476,3,1,0,0
1,0,1,9,1476,0,1,0,0
1,0,1,9,1476,1,1,0,0
1,0,1,9,1476,2,1,0,0
1,0,1,10,1476,0,1,0,0
1,0,1,10,1476,1,1,0,0
1,0,1,10,1476,2,1,0,0
1,0,1,10,1476,3,1,0,0
1,0,1,11,1476,1,1,0,0
1,0,1,11,1476,2,1,0,0
1,0,1,11,1476,3,1,0,0
1,0,1,12,1476,0,1,0,0
1,0,1,12,1476,2,1,0,0
1,0,1,12,1476,3,1,0,0
1,0,1,13,1476,0,1,0,0
1,0,1,13,1476,1,1,0,0
1,0,1,13,1476,3,1,0,0
1,0,2,0,1476,0,1,0,0
1,0,2,0,1476,1,1,0,0
1,0,2,0,1476,2,1,0,0
1,0,2,1,1476,0,1,0,0
1,0,2,1,1476,1,1,0,0
1,0,2,1,1476,2,1,0,0
1,0,2,1,1476,3,1,0,0
1,0,2,2,1476,1,1,0,0
1,0,2,2,1476,2,1,0,0
1,0,2,2,1476,3,1,0,0
1,0,2,3,1476,0,1,0,0
1,0,2,3,1476,2,1,0,0
1,0,2,3,1476,3,1,0,0
1,0,2,4,1476,0,1,0,0
1,0,2,4,1476,1,1,0,0
1,0,2,4,1476,3,1,0,0
1,0,2,5,1476,0,1,0,0
1,0,2,5,1476,1,1,0,0
1,0,2,5,1476,2,1,0,0
1,0,2,6,1476,0,1,0,0
1,0,2,6,1476,1,1,0,0
1,0,2,6,1476,2,1,0,0
1,0,2,6,1476,3,1,0,0
1,0,2,7,1476,1,1,0,0
1,0,2,7,1476,2,1,0,0
1,0,2,7,1476,3,1,0,0
1,0,2,8,1476,0,1,0,0
1,0,2,8,1476,2,1,0,0
1,0,2,8,1476,3,1,0,0
1,0,2,9,1476,0,1,0,0
